title,brand,category,price,battery_life,build_quality,camera,connectivity,customer_service,delivery,design,performance,price_value,screen_display,software_app,sound_audio,total_mentions,overall_score
Logitech Squeezebox Radio Music Player with Color Screen (Black) (Discontinued by Manufacturer),Logitech,Home Audio & Theater,129.0,0.25,0.25,,0.333,0.0,0.571,-1.0,0.5,0.333,0.333,0.333,0.4,151,0.209
Logitech Squeezebox Radio Music Player with Color Screen (Black) (Discontinued by Manufacturer),Logitech,Home Audio & Theater,129.0,0.0,-0.333,,0.0,-1.0,-0.5,0.0,-1.0,0.0,,-0.6,0.0,151,-0.343
SoundBot SB360 Bluetooth Car Kit Hands-Free Wireless Talking & Music Streaming Dongle w/ 10W Dual Port 2.1A USB Charger + Magnetic Mounts + Built-in 3.5mm Aux Cable …,Soundbot,Cell Phones & Accessories,19.99,1.0,1.0,,1.0,,,1.0,,1.0,,0.5,1.0,145,0.929
SoundBot SB360 Bluetooth Car Kit Hands-Free Wireless Talking & Music Streaming Dongle w/ 10W Dual Port 2.1A USB Charger + Magnetic Mounts + Built-in 3.5mm Aux Cable …,Soundbot,Cell Phones & Accessories,19.99,0.5,0.2,-1.0,-0.222,-1.0,,1.0,,-1.0,,-0.75,0.182,145,-0.232
"EVGA 500 W1, 80+ WHITE 500W Power Supply( 100-W1-0500-KR)",EVGA,Computers,48.39,0.571,1.0,,1.0,0.333,1.0,1.0,,0.333,,0.333,-1.0,144,0.508
"EVGA 500 W1, 80+ WHITE 500W Power Supply( 100-W1-0500-KR)",EVGA,Computers,48.39,0.333,0.2,,-1.0,,,-1.0,-1.0,1.0,,0.0,,144,-0.21
"Logitech K750 Wireless Solar Keyboard for Windows, 2.4GHz Wireless with USB Unifying Receiver, Ultra-Thin, Compatible with PC, Laptop - Black",Logitech,All Electronics,53.0,0.5,1.0,,1.0,-1.0,,1.0,1.0,1.0,1.0,-0.333,,141,0.574
"Logitech K750 Wireless Solar Keyboard for Windows, 2.4GHz Wireless with USB Unifying Receiver, Ultra-Thin, Compatible with PC, Laptop - Black",Logitech,All Electronics,53.0,0.286,0.6,1.0,-0.2,-1.0,-1.0,1.0,,,-1.0,-0.2,,141,-0.057
"NEEWER 43 Inch/110 Centimeter Light Reflector Light Diffuser 5 in 1 Collapsible Multi Disc with Bag - Translucent, Silver, Gold, White, and Black for Studio Photography Lighting and Outdoor Lighting",Neewer,Camera & Photo,30.99,,0.4,0.6,,,0.5,-0.4,,0.625,,-0.167,,140,0.26
"NEEWER 43 Inch/110 Centimeter Light Reflector Light Diffuser 5 in 1 Collapsible Multi Disc with Bag - Translucent, Silver, Gold, White, and Black for Studio Photography Lighting and Outdoor Lighting",Neewer,Camera & Photo,30.99,,0.5,1.0,,,-1.0,0.5,1.0,1.0,,0.0,,140,0.429
Logitech Wireless Speaker Adapter for Bluetooth Audio Devices,Logitech,All Electronics,139.99,-1.0,-0.75,,-0.222,,1.0,-1.0,,0.0,,-1.0,-0.5,139,-0.434
Logitech Wireless Speaker Adapter for Bluetooth Audio Devices,Logitech,All Electronics,139.99,-0.333,0.333,0.0,-0.6,-1.0,0.0,1.0,-1.0,-1.0,,0.0,-0.167,139,-0.252
"Corsair Enthusiast Series 650-Watt 80 Plus Bronze Certified Power Supply Compatible with Core i3, i5, i7 and platforms - TX650",Corsair,All Electronics,119.99,0.8,0.8,1.0,1.0,1.0,0.333,1.0,,0.0,,0.5,,135,0.715
Sony BDP-S390 Blu-ray Disc Player with Wi-Fi (Black),Sony,All Electronics,249.88,0.0,0.0,0.0,0.2,1.0,,0.0,-0.333,0.5,0.0,-0.167,,135,0.12
Sony BDP-S390 Blu-ray Disc Player with Wi-Fi (Black),Sony,All Electronics,249.88,-1.0,0.0,0.333,0.333,-1.0,,-1.0,0.333,0.333,-1.0,0.5,,135,-0.217
"Corsair Enthusiast Series 650-Watt 80 Plus Bronze Certified Power Supply Compatible with Core i3, i5, i7 and platforms - TX650",Corsair,All Electronics,119.99,0.0,-1.0,,,-1.0,,,,0.0,,0.0,,135,-0.4
VideoSecu ML531BE2 TV Wall Mount kit with Free Magnetic Stud Finder and HDMI Cable for Most 26-55 TV and New LED UHD TV up to 60 inch 400x400 Full Motion with 20 inch Articulating Arm WT8,VideoSecu,All Electronics,25.0,,0.5,-1.0,,1.0,1.0,0.0,1.0,1.0,,0.5,,134,0.5
VideoSecu ML531BE2 TV Wall Mount kit with Free Magnetic Stud Finder and HDMI Cable for Most 26-55 TV and New LED UHD TV up to 60 inch 400x400 Full Motion with 20 inch Articulating Arm WT8,VideoSecu,All Electronics,25.0,,0.2,,,,,1.0,,0.143,,0.2,,134,0.386
(Old Model) Seagate Backup Plus 2TB Desktop External Hard Drive USB 3.0 (STCA2000100),Seagate,Computers,207.67,-0.333,0.333,-1.0,-1.0,-1.0,0.0,,-0.6,0.333,-1.0,-0.333,,133,-0.46
(Old Model) Seagate Backup Plus 2TB Desktop External Hard Drive USB 3.0 (STCA2000100),Seagate,Computers,207.67,,1.0,-1.0,1.0,-1.0,,1.0,0.333,1.0,,0.375,-1.0,133,0.19
SANOXY 1280x720 Full HD 1080P Auto Focus Widescreen Web Cam USB Computer Camera for Laptop Desktop PC Mac w/Built-in Microphone,SANOXY,Computers,29.99,,0.25,0.0,,,0.333,1.0,1.0,0.4,1.0,-0.5,,128,0.435
SANOXY 1280x720 Full HD 1080P Auto Focus Widescreen Web Cam USB Computer Camera for Laptop Desktop PC Mac w/Built-in Microphone,SANOXY,Computers,29.99,,0.5,0.429,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.333,,128,0.56
ViewHD HDMI Audio Extractor | Toslink Optical Digital Audio Output | Analog RCA L/R Stereo Output | HDMI v1.3 1080P 3D | Model: VHD-H2HSAs,ViewHD,All Electronics,16.5,-1.0,0.0,-1.0,-0.5,1.0,-1.0,-1.0,,0.0,,-0.5,-0.143,126,-0.414
ViewHD HDMI Audio Extractor | Toslink Optical Digital Audio Output | Analog RCA L/R Stereo Output | HDMI v1.3 1080P 3D | Model: VHD-H2HSAs,ViewHD,All Electronics,16.5,,0.0,-0.333,0.5,-1.0,0.0,,,-1.0,,0.667,-0.143,126,-0.164
"HP Pavilion 22cwa 21.5-Inch Full HD 1080p IPS LED Monitor, Tilt, VGA and HDMI (T4Q59AA) - Black",HP,Computers,89.99,-1.0,0.0,0.0,,,,1.0,,,0.0,-1.0,,123,-0.167
"HP Pavilion 22cwa 21.5-Inch Full HD 1080p IPS LED Monitor, Tilt, VGA and HDMI (T4Q59AA) - Black",HP,Computers,89.99,,-0.143,,,,-1.0,0.0,,0.25,0.6,1.0,,123,0.118
AMD FD8350FRHKBOX FX-8350 FX-Series 8-Core Black Edition Processor,AMD,Computers,109.97,1.0,,,,,1.0,,1.0,1.0,,1.0,,122,1.0
AMD FD8350FRHKBOX FX-8350 FX-Series 8-Core Black Edition Processor,AMD,Computers,109.97,1.0,1.0,0.333,,,,-1.0,0.2,0.0,,0.2,1.0,122,0.342
Monoprice Hi-Fi Light Weight Noise Isolationg Over-The-Ear Headphones Ideal for Portable Applications Black,Monoprice,All Electronics,27.76,,0.6,,,,1.0,0.333,,0.5,,0.333,0.333,122,0.517
Belkin USB 2.0 4-Port Ultra-Mini Hub,Belkin,All Electronics,29.95,0.0,-1.0,-1.0,0.333,,,1.0,1.0,0.0,,-0.333,1.0,122,0.111
Belkin USB 2.0 4-Port Ultra-Mini Hub,Belkin,All Electronics,29.95,0.0,0.333,-1.0,1.0,1.0,,0.0,1.0,0.5,,-0.2,,122,0.293
Monoprice Hi-Fi Light Weight Noise Isolationg Over-The-Ear Headphones Ideal for Portable Applications Black,Monoprice,All Electronics,27.76,,0.333,-1.0,,,1.0,1.0,,0.75,,0.0,0.5,122,0.369
"Logitech K750 Wireless Solar Keyboard for Mac — Solar Recharging, Mac-Friendly Keyboard, 2.4GHz Wireless - Silver",Logitech,All Electronics,49.99,,0.333,,,-1.0,,-0.333,-1.0,,,1.0,0.0,120,-0.167
"Logitech K750 Wireless Solar Keyboard for Mac — Solar Recharging, Mac-Friendly Keyboard, 2.4GHz Wireless - Silver",Logitech,All Electronics,49.99,0.286,0.167,,1.0,-0.5,-1.0,0.667,-1.0,-1.0,,0.25,,120,-0.126
Cisco-Linksys WRT160N Wireless-N Broadband Router,Linksys,Computers,61.47,-1.0,-1.0,,-0.667,-1.0,-1.0,-0.333,-0.5,-1.0,-1.0,-0.5,,119,-0.8
Cisco-Linksys WRT160N Wireless-N Broadband Router,Linksys,Computers,61.47,-1.0,-1.0,,-1.0,-1.0,,,-1.0,-1.0,,-1.0,,119,-1.0
Motorola Surfboard SB6141 DOCSIS 3.0 High-Speed Cable Modem- Black (OEM Brown Box),Motorola,Computers,33.99,,-1.0,,0.0,0.0,,,1.0,1.0,,0.6,,119,0.267
"Wasabi Power LP-E6, LP-E6N Battery (2-Pack) and Charger for Canon EOS 5D Mark II/III/IV, 5DS, 5DS R, 6D, 6D Mark II, 7D, 7D Mark II, 60D, 70D, 80D, 90D, R, R5, R6, Ra, XC10, XC15, BMPCC 4K, BMPCC 6K",Wasabi Power,Camera & Photo,30.99,-0.5,-1.0,,,-1.0,,,-1.0,0.0,,-1.0,,119,-0.75
"Wasabi Power LP-E6, LP-E6N Battery (2-Pack) and Charger for Canon EOS 5D Mark II/III/IV, 5DS, 5DS R, 6D, 6D Mark II, 7D, 7D Mark II, 60D, 70D, 80D, 90D, R, R5, R6, Ra, XC10, XC15, BMPCC 4K, BMPCC 6K",Wasabi Power,Camera & Photo,30.99,1.0,1.0,0.714,,,1.0,1.0,0.6,0.667,1.0,-1.0,,119,0.665
NETGEAR Wireless Router – AC1750 Dual Band Gigabit (R6300),NETGEAR,Computers,49.0,-1.0,,1.0,0.2,0.333,,-0.333,0.333,0.0,,0.333,,119,0.108
NETGEAR Wireless Router – AC1750 Dual Band Gigabit (R6300),NETGEAR,Computers,49.0,-0.25,,1.0,0.0,-0.5,1.0,0.0,0.0,0.6,-1.0,-0.429,,119,0.042
Motorola Surfboard SB6141 DOCSIS 3.0 High-Speed Cable Modem- Black (OEM Brown Box),Motorola,Computers,33.99,,-1.0,,1.0,,1.0,0.333,1.0,-1.0,,1.0,,119,0.333
Netgear WiFi Dual Band Gigabit Router (WNDR4500-100NAS),NETGEAR,All Electronics,36.89,-1.0,,,-0.333,-1.0,-1.0,,0.0,1.0,,-0.333,,118,-0.381
Canon EOS Rebel T2i 18 MP CMOS APS-C Digital SLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens + Canon EF-S 55-250mm f/4.0-5.6 IS Telephoto Zoom Lens,Canon,Camera & Photo,369.99,-1.0,0.0,0.0,-0.333,1.0,,1.0,1.0,0.0,-1.0,0.0,-1.0,118,-0.03
AMD FD6300WMHKBOX FX-6300 6-Core Processor Black Edition,AMD,Computers,42.97,-0.5,1.0,0.333,,,,1.0,0.333,0.429,,0.429,,118,0.432
Netgear WiFi Dual Band Gigabit Router (WNDR4500-100NAS),NETGEAR,All Electronics,36.89,,-1.0,,-1.0,-0.333,-1.0,-1.0,-1.0,-1.0,,-0.333,,118,-0.833
AMD FD6300WMHKBOX FX-6300 6-Core Processor Black Edition,AMD,Computers,42.97,,1.0,,,-1.0,,1.0,0.2,0.333,,1.0,,118,0.422
Canon EOS Rebel T2i 18 MP CMOS APS-C Digital SLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens + Canon EF-S 55-250mm f/4.0-5.6 IS Telephoto Zoom Lens,Canon,Camera & Photo,369.99,,0.333,0.6,,,,1.0,-1.0,0.0,-1.0,0.333,-1.0,118,-0.092
(OLD MODEL) Crucial MX200 250GB SATA 2.5” 7mm (with 9.5mm adapter) Internal Solid State Drive - CT250MX200SSD1,Crucial,Computers,94.99,,,,,,,0.0,0.6,0.333,-1.0,0.0,1.0,118,0.156
(OLD MODEL) Crucial MX200 250GB SATA 2.5” 7mm (with 9.5mm adapter) Internal Solid State Drive - CT250MX200SSD1,Crucial,Computers,94.99,-1.0,-0.333,0.333,1.0,1.0,1.0,1.0,0.8,1.0,-1.0,0.455,-1.0,118,0.271
Onkyo TX-NR616 7.2- Channel Network A/V Receiver (Discontinued by Manufacturer),Onkyo,Home Audio & Theater,250.0,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0,117,-1.0
Onkyo TX-NR616 7.2- Channel Network A/V Receiver (Discontinued by Manufacturer),Onkyo,Home Audio & Theater,250.0,-1.0,,-1.0,-0.333,-1.0,-1.0,0.0,-1.0,0.2,-1.0,-0.5,-0.5,117,-0.648
Motorola SB6120 SURFboard DOCSIS 3.0 eXtreme Broadband Cable Modem,Motorola,All Electronics,25.99,0.0,-1.0,0.0,0.25,0.333,1.0,-1.0,0.4,-0.5,0.0,-0.25,,116,-0.07
Motorola SB6120 SURFboard DOCSIS 3.0 eXtreme Broadband Cable Modem,Motorola,All Electronics,25.99,,-1.0,,-1.0,-1.0,,,-1.0,1.0,,-0.5,,116,-0.583
Opteka Professional Wrist Grip Strap for Digital & Film SLR Cameras (Black),Opteka,Camera & Photo,7.95,-1.0,-1.0,-0.167,,-1.0,,-1.0,,1.0,,-1.0,,115,-0.595
Opteka Professional Wrist Grip Strap for Digital & Film SLR Cameras (Black),Opteka,Camera & Photo,7.95,-1.0,-1.0,-0.2,,-1.0,,1.0,,-1.0,,,,115,-0.533
Sony BDP-S3100 Blu-ray Disc Player with Wi-Fi (2013 Model),Sony,All Electronics,79.95,,,-1.0,,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,112,-0.75
Sony BDP-S3100 Blu-ray Disc Player with Wi-Fi (2013 Model),Sony,All Electronics,79.95,-1.0,-0.667,-0.333,-0.5,-0.5,,-0.5,-1.0,-1.0,1.0,-0.5,-0.667,112,-0.515
"Mediabridge™ Ethernet Cable (50 Feet) - Supports Cat6 / Cat5e / Cat5 Standards, 550MHz, 10Gbps - RJ45 Computer Networking Cord (Part# 31-399-50X)",Mediabridge,Computers,12.59,,1.0,,1.0,,1.0,,1.0,0.333,,1.0,,110,0.889
"Mediabridge™ Ethernet Cable (50 Feet) - Supports Cat6 / Cat5e / Cat5 Standards, 550MHz, 10Gbps - RJ45 Computer Networking Cord (Part# 31-399-50X)",Mediabridge,Computers,12.59,,1.0,,1.0,,-1.0,1.0,0.0,1.0,,-1.0,,110,0.286
"Arkon Folding Tablet Stand Compatible with Apple iPad, Samsung Galaxy",ARKON,Computers,14.95,,0.0,-1.0,-1.0,-1.0,1.0,1.0,,0.0,,0.0,,110,-0.125
"Arkon Folding Tablet Stand Compatible with Apple iPad, Samsung Galaxy",ARKON,Computers,14.95,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,110,1.0
"VideoSecu ML12 TV Wall Mount Articulating Arm Monitor Bracket for Most 19""-32"" LCD LED Plasma Flat Panel Screen TV with VESA 100x100mm 75x75mm B0E",VideoSecu,All Electronics,19.99,,0.333,1.0,,,1.0,-0.333,,0.333,-1.0,0.667,,109,0.286
"VideoSecu ML12 TV Wall Mount Articulating Arm Monitor Bracket for Most 19""-32"" LCD LED Plasma Flat Panel Screen TV with VESA 100x100mm 75x75mm B0E",VideoSecu,All Electronics,19.99,,0.333,,,,,0.0,,1.0,-1.0,0.0,,109,0.067
"Midland - WR120B - NOAA Emergency Weather Alert Radio - S.A.M.E. Localized Programming, Trilingual Display, 60+ Emergency Alerts, & Alarm Clock (WR120B - Box Packaging)",Midland,Home Audio & Theater,34.88,0.0,-1.0,,,0.0,-0.333,-1.0,1.0,0.333,-1.0,-0.6,-1.0,109,-0.36
"Midland - WR120B - NOAA Emergency Weather Alert Radio - S.A.M.E. Localized Programming, Trilingual Display, 60+ Emergency Alerts, & Alarm Clock (WR120B - Box Packaging)",Midland,Home Audio & Theater,34.88,,,,1.0,,1.0,,,1.0,0.0,0.0,0.5,109,0.583
Linksys WRT54G Wireless-G Router,Linksys,All Electronics,72.0,1.0,,,-0.5,,,1.0,-1.0,0.0,,-0.333,,108,0.028
BW 7 inch High Resolution 800 * 480 TFT Color LCD Car Rear View Camera Monitor Support Rotating The Screen and 2 AV Inputs,BW,Cell Phones & Accessories,39.96,0.333,0.0,0.0,,1.0,,1.0,-1.0,0.333,0.333,0.5,,108,0.278
BW 7 inch High Resolution 800 * 480 TFT Color LCD Car Rear View Camera Monitor Support Rotating The Screen and 2 AV Inputs,BW,Cell Phones & Accessories,39.96,-1.0,,-0.333,-1.0,,,,,-1.0,0.0,,,108,-0.667
JVC HARX700 Precision Sound Full Size Headphones - Black,JVC,Home Audio & Theater,39.99,,0.333,,,-1.0,1.0,1.0,1.0,0.5,,1.0,0.5,108,0.542
Linksys WRT54G Wireless-G Router,Linksys,All Electronics,72.0,,,,-0.5,,-1.0,,0.0,-1.0,,-0.5,,108,-0.6
JVC HARX700 Precision Sound Full Size Headphones - Black,JVC,Home Audio & Theater,39.99,,1.0,,,,,,,0.0,,1.0,1.0,108,0.75
"Inteset 4-in-1 Universal Backlit IR Learning Remote for use with Apple TV, Xbox Series X/S, Roku, Media Center/Kodi, Nvidia Shield, Most Streamers & Other A/V Devices",Inteset,All Electronics,26.95,1.0,1.0,1.0,1.0,,1.0,0.0,,0.6,,0.6,1.0,108,0.8
SiliconDust HDHomeRun PRIME Cable HDTV (3-Tuner),SiliconDust,All Electronics,149.99,-1.0,-1.0,1.0,-1.0,,1.0,,,1.0,-1.0,0.333,,108,-0.083
"Inteset 4-in-1 Universal Backlit IR Learning Remote for use with Apple TV, Xbox Series X/S, Roku, Media Center/Kodi, Nvidia Shield, Most Streamers & Other A/V Devices",Inteset,All Electronics,26.95,-1.0,1.0,,-1.0,-1.0,0.0,,,-1.0,-1.0,-0.333,0.0,108,-0.481
SiliconDust HDHomeRun PRIME Cable HDTV (3-Tuner),SiliconDust,All Electronics,149.99,-1.0,-1.0,-1.0,-1.0,-0.333,-0.5,,0.333,-1.0,,-1.0,,108,-0.722
"Elgato Video Capture – USB 2.0 Capture Card Device, Easy to Use, Convert Analog to Digital, with VHS VCR TV to DVD Adapter, for Mac, Windows or iPad",Elgato,All Electronics,87.99,-1.0,-1.0,-1.0,,-1.0,,1.0,,1.0,,-0.333,,107,-0.333
"Elgato Video Capture – USB 2.0 Capture Card Device, Easy to Use, Convert Analog to Digital, with VHS VCR TV to DVD Adapter, for Mac, Windows or iPad",Elgato,All Electronics,87.99,,,1.0,1.0,,,0.0,-1.0,,-1.0,-1.0,,107,-0.167
VideoSecu PC to TV Converter VGA to RCA S-Video Mac Computer Laptop to Composite Video Switcher 1L7,VideoSecu,All Electronics,18.39,0.0,0.0,0.25,0.333,,0.0,0.0,,0.0,0.0,0.0,,107,0.065
Samsung 850 EVO 1TB 2.5-Inch SATA III Internal SSD (MZ-75E1T0B/AM),SAMSUNG,Computers,130.66,,-0.333,,,-1.0,,,0.2,0.333,,-1.0,,107,-0.36
Samsung 850 EVO 1TB 2.5-Inch SATA III Internal SSD (MZ-75E1T0B/AM),SAMSUNG,Computers,130.66,,-1.0,,1.0,,,-1.0,0.0,-1.0,-1.0,-0.2,,107,-0.457
VideoSecu PC to TV Converter VGA to RCA S-Video Mac Computer Laptop to Composite Video Switcher 1L7,VideoSecu,All Electronics,18.39,,,-1.0,-1.0,,-1.0,,,,-1.0,-1.0,-1.0,107,-1.0
D-Link Wireless Dual Band N 300+ Mbps Wi-Fi Gigabit Range Extender and Access Point (DAP-1522),D-Link,All Electronics,119.0,,-1.0,-1.0,-0.2,-1.0,-1.0,-1.0,-1.0,0.0,,-1.0,,106,-0.8
D-Link Wireless Dual Band N 300+ Mbps Wi-Fi Gigabit Range Extender and Access Point (DAP-1522),D-Link,All Electronics,119.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,-0.5,-1.0,106,-0.864
Microsoft RVF-00052 Arc Wireless USB Touch Mouse - Black,Microsoft,Computers,34.29,0.0,1.0,1.0,0.5,-1.0,-1.0,0.5,0.0,-1.0,,-0.333,,105,-0.033
Logitech Wireless Mouse M325 with Designed-For-Web Scrolling - Blue,Logitech,All Electronics,14.99,0.5,-1.0,,1.0,,0.0,1.0,-1.0,0.0,-1.0,0.143,,105,-0.04
Logitech Wireless Mouse M325 with Designed-For-Web Scrolling - Blue,Logitech,All Electronics,14.99,1.0,0.5,1.0,0.333,,1.0,1.0,0.667,1.0,,0.75,1.0,105,0.825
Microsoft RVF-00052 Arc Wireless USB Touch Mouse - Black,Microsoft,Computers,34.29,-0.333,-0.5,,1.0,1.0,1.0,0.333,0.333,1.0,,0.0,0.0,105,0.383
"Koss UR20 Over-Ear Headphones, Flexible Sling Headband, Black",Koss,Home Audio & Theater,22.55,1.0,0.4,1.0,,-1.0,,-1.0,,-0.333,,-0.25,0.0,105,-0.023
"Koss UR20 Over-Ear Headphones, Flexible Sling Headband, Black",Koss,Home Audio & Theater,22.55,0.0,0.0,,-1.0,-1.0,,0.0,0.0,-0.167,,0.0,-0.5,105,-0.296
"Arteck HB030B Universal Slim Portable Wireless Bluetooth 3.0 7-Colors Backlit Keyboard with Built in Rechargeable Battery, Black",Arteck,Computers,19.99,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,104,1.0
"Arteck HB030B Universal Slim Portable Wireless Bluetooth 3.0 7-Colors Backlit Keyboard with Built in Rechargeable Battery, Black",Arteck,Computers,19.99,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,104,1.0
"Ape Case, ACPRO2000, Large backpack, Laptop compartment, Padded, Rain cover included, Adjustable straps, Camera Backpack, Equipment bag, Black (ACPRO2000)",Ape Case,Camera & Photo,239.99,,1.0,-0.333,,-1.0,,0.0,1.0,1.0,,0.0,,104,0.238
"Ape Case, ACPRO2000, Large backpack, Laptop compartment, Padded, Rain cover included, Adjustable straps, Camera Backpack, Equipment bag, Black (ACPRO2000)",Ape Case,Camera & Photo,239.99,,1.0,0.0,,-1.0,,1.0,,1.0,-1.0,1.0,,104,0.286
"Anker 7-Port USB 3.0 Data Hub with 36W Power Adapter and BC 1.2 Charging Port for iPhone 7/6s Plus, iPad Air 2, Galaxy S Series, Note Series, Mac, PC, USB Flash Drives and More",Anker,Computers,44.99,0.0,,,-1.0,-1.0,-1.0,1.0,1.0,1.0,,-1.0,1.0,103,0.0
"Anker 7-Port USB 3.0 Data Hub with 36W Power Adapter and BC 1.2 Charging Port for iPhone 7/6s Plus, iPad Air 2, Galaxy S Series, Note Series, Mac, PC, USB Flash Drives and More",Anker,Computers,44.99,0.5,1.0,,-0.2,0.0,1.0,0.667,1.0,-1.0,,-1.0,-1.0,103,0.097
"Anker 2-in-1 USB 3.0 SD Card Reader for SDXC, SDHC, MMC, RS-MMC, Micro SDXC, Micro SD, Micro SDHC and UHS-I Cards",Anker,All Electronics,13.49,,,-1.0,1.0,,,1.0,0.5,0.0,,1.0,1.0,103,0.5
"Anker 2-in-1 USB 3.0 SD Card Reader for SDXC, SDHC, MMC, RS-MMC, Micro SDXC, Micro SD, Micro SDHC and UHS-I Cards",Anker,All Electronics,13.49,,0.0,0.333,,,0.0,-1.0,1.0,0.2,,0.333,,103,0.124
Creative Inspire T10 2.0 Multimedia Speaker System with BasXPort Technology,Creative,All Electronics,42.37,1.0,0.0,,-0.25,-0.5,1.0,1.0,,1.0,,-0.5,0.167,102,0.324
"STK LP-E6 Battery for Canon LP-E6N LPE6 Promaster LP-E6NH EOS R R5 R6 R7 5D Mark II III and IV 90D 70D 5Ds 6D 5Ds 80D 7D 60D, 5Ds MKii, MKii MKiii MKiv, 5D4 LPE6N LPE6NH, LP E6 E6N E6NH Accessories",STK,Camera & Photo,14.99,0.2,0.0,1.0,,,,,,0.0,,,,102,0.3
"STK LP-E6 Battery for Canon LP-E6N LPE6 Promaster LP-E6NH EOS R R5 R6 R7 5D Mark II III and IV 90D 70D 5Ds 6D 5Ds 80D 7D 60D, 5Ds MKii, MKii MKiii MKiv, 5D4 LPE6N LPE6NH, LP E6 E6N E6NH Accessories",STK,Camera & Photo,14.99,-0.143,1.0,-0.333,,-0.333,1.0,,,1.0,,-1.0,,102,0.17
Sony ICFCDK50 Under Cabinet Kitchen CD Clock Radio,Sony,Home Audio & Theater,483.99,-1.0,-1.0,,-1.0,,1.0,-1.0,1.0,-1.0,0.0,0.0,0.5,102,-0.25
Sony ICFCDK50 Under Cabinet Kitchen CD Clock Radio,Sony,Home Audio & Theater,483.99,-0.333,,,,,1.0,,,1.0,,-1.0,0.333,102,0.2
Creative Inspire T10 2.0 Multimedia Speaker System with BasXPort Technology,Creative,All Electronics,42.37,,1.0,,1.0,,,,,,,0.0,0.5,102,0.625
"VIZIO Sound Bar for TV with Wireless Subwoofer, 2.1 Home Audio Sound Bar with Bluetooth 38"" SB3821-C6",VIZIO,All Electronics,129.99,,,0.0,1.0,,,1.0,-1.0,-1.0,,1.0,0.667,101,0.238
"Linksys N900 Wi-Fi Wireless Dual-Band+ Router with Gigabit & USB Ports, Smart Wi-Fi App Enabled to Control Your Network from Anywhere (EA4500)",Linksys,Computers,89.89,-1.0,-1.0,,-0.5,-1.0,-0.333,-1.0,-0.333,-1.0,,-0.25,,101,-0.713
"TP-Link AV200 Nano Powerline Adapter Starter Kit, up to 200Mbps (TL-PA2010KIT)",TP-Link,Computers,64.95,1.0,,,1.0,,,1.0,-1.0,,,-1.0,,101,0.2
"Linksys N900 Wi-Fi Wireless Dual-Band+ Router with Gigabit & USB Ports, Smart Wi-Fi App Enabled to Control Your Network from Anywhere (EA4500)",Linksys,Computers,89.89,,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,,-1.0,-1.0,101,-0.9
"TP-Link AV200 Nano Powerline Adapter Starter Kit, up to 200Mbps (TL-PA2010KIT)",TP-Link,Computers,64.95,0.0,-1.0,,0.0,-1.0,,-1.0,-1.0,-1.0,,-0.333,,101,-0.667
"VIZIO Sound Bar for TV with Wireless Subwoofer, 2.1 Home Audio Sound Bar with Bluetooth 38"" SB3821-C6",VIZIO,All Electronics,129.99,,,,,1.0,,,,1.0,,1.0,1.0,101,1.0
"Logitech G933 Artemis Spectrum – Wireless RGB 7.1 Dolby and DTS Headphone Surround Sound Gaming Headset – PC, PS4, Xbox One, Switch, and Mobile Compatible – Advanced Audio Drivers – Black",Logitech,Computers,139.9,0.0,-0.333,,-0.333,,,-1.0,,-1.0,,-1.0,0.0,100,-0.524
Sling Media Slingbox SOLO (SB260-100) (Old Model),Sling Media,All Electronics,16.2,0.0,1.0,,1.0,1.0,1.0,,,,,0.0,,100,0.667
"SkipDr DVD and CD Manual Disc Repair System, Single",Digital Innovations,Home Audio & Theater,22.94,-1.0,-1.0,-1.0,,,-1.0,-1.0,-1.0,-1.0,,0.0,,100,-0.875
"SkipDr DVD and CD Manual Disc Repair System, Single",Digital Innovations,Home Audio & Theater,22.94,-0.5,-1.0,0.0,,-0.333,-0.667,,1.0,-0.6,,-0.6,,100,-0.338
Sling Media Slingbox SOLO (SB260-100) (Old Model),Sling Media,All Electronics,16.2,0.0,0.0,0.0,-0.333,-1.0,-0.2,-1.0,-0.333,0.0,0.0,-0.2,1.0,100,-0.172
"Logitech G933 Artemis Spectrum – Wireless RGB 7.1 Dolby and DTS Headphone Surround Sound Gaming Headset – PC, PS4, Xbox One, Switch, and Mobile Compatible – Advanced Audio Drivers – Black",Logitech,Computers,139.9,0.25,0.5,,0.25,,,,,0.0,,0.5,0.5,100,0.333
Plantronics 200203-01 BackBeat Go 2 Wireless Hi-Fi Earbud Headphones with Charging Case - Compatible with iPhone and other Smart Devices - Black,Plantronics,Cell Phones & Accessories,39.95,0.333,,,0.0,,,,-1.0,1.0,,,0.333,99,0.133
